#|20260220|17991
510335969|20250723||ACTIVE|||CIB||||||||||WALVIS BAY MUNICIPAL|480083338||||||||||||||||
543524961|20250723||ACTIVE|||CIB||||||||||CALGRO M3 EMPLOYEE B|||||||||South Africa||||||||
100067446|20250729||ACTIVE|||CIB||||||||||G U D Atlantis (Pty) Ltd.|||||||||South Africa||||||||
521566009|20250630||ACTIVE|||CIB||||||||||Leads Machine (Pty) Ltd.|||||||||South Africa||||||||
531778771|20251205||ACTIVE|||CIB||||||||||Schlumberger Logelco Inc|||||||||South Africa|||||||2025-12-05 23:59:59.999|
100074007|20250619||ACTIVE|||CIB||||||||||FEB 13 PROPERTIES (P|||||||||South Africa||||||||
522672636|20250729||ACTIVE|||CIB||||||||||Main Street 1252 (RF) (Pty) Ltd.|||||||||South Africa||||||||
504429748|20250630||ACTIVE|||CIB||||||||||Hillside Aluminium (Pty) Ltd.|||||||||South Africa||||||||
100062252|20010101||ACTIVE|||CIB||||||||||Noel P Hunt (Pty) Ltd|||||||||||||||||
503686435|20251125||ACTIVE|||CIB||||||||||The Standard Bank of South Africa Ltd. C IB DCMT Exotics|||||||||South Africa|||||||2025-11-25 23:59:59.999|
535236605|20251125||ACTIVE|||CIB||||||||||BCI Fundsmith Equity Feeder Fund|||||||||South Africa|||||||2025-11-25 23:59:59.999|
506362556|20251125||ACTIVE|||CIB||||||||||36One BCI Flexible Opportunity Fund|||||||||South Africa|||||||2025-11-25 23:59:59.999|
515779593|20251125||ACTIVE|||CIB||||||||||Standard Trust Ltd.|||||||||South Africa|||||||2025-11-25 23:59:59.999|
100068389|20250729||ACTIVE|||CIB||||||||||Fidelity ADT (Pty) Ltd.|||||||||South Africa||||||||
100097790|20150919||ACTIVE|||CIB||||||||||The Standard Bank of South Africa Ltd. Stanger Branch||||||Stanger|4449||South Africa||||||||
100068921|20250729||ACTIVE|||CIB||||||||||Guardrisk Life Ltd.|||||||||South Africa||||||||
531860949|20250729||ACTIVE|||CIB||||||||||CRI-Eagle Investments (Pty) Ltd.|||||||||South Africa||||||||
505078079|20150919||ACTIVE|||CIB||||||||||MandG Investments Life South Africa (RF) Ltd.||||||Cape Town|||South Africa||||||||
100060806|20010101||ACTIVE|||CIB||||||||||Banque Degroof Petercam Luxembourg SA|||||||||||||||||
539647666|20250306||ACTIVE|||CIB||||||||||BORDAR SA INDUSTRIAL||||||||South Africa|||||||||
533858800|20250306||ACTIVE|||CIB||||||||||MATSAMO MALL (PTY) L||||||||South Africa|||||||||
504524904|20010101||ACTIVE|||CIB||||||||||Toro Employee Empowerment Trust|||||||||||||||||
510374640|20010101||ACTIVE|||CIB||||||||||Fresh Food Direct (Pty) Ltd.|||||||||||||||||
541132903|20010101||ACTIVE|||CIB||||||||||ABSA SANLAM MULTI MANAGED PASSIVE ACCUMULATION FUND|||||||||||||||||
512874218|20010101||ACTIVE|||CIB||||||||||The Bombardier Transportation SA BB Ownership Scheme Trus|||||||||||||||||
507512938|20150919||ACTIVE|||CIB||||||||||Sygnia Itrix MSCI World Index ETF||||||Cape Town|||South Africa|||||||2025-10-03 23:59:59.999|
508195533|20010101||ACTIVE|||CIB||||||||||Little River Trading 191 (Pty) Ltd.|||||||||||||||||
520177612|20250414||ACTIVE|||CIB||||||||||ISUZU TRUCK CENTRE (PTY) LTD|||||||||South Africa||||||||
505496599|20010101||ACTIVE|||CIB||||||||||Sumitomo Mitsui Banking Corporation Osaka Branch|||||||||||||||||
533808372|20010101||ACTIVE|||CIB||||||||||Iscor Unclaimed Benefits Pension Fund|||||||||||||||||
542401010|20250306||ACTIVE|||CIB||||||||||AGG DECOM REHAB TRUS||||||||South Africa|||||||||
521149771|20010101||ACTIVE|||CIB||||||||||Bagamoyo EcoEnergy Ltd|||||||||||||||||
536823598|20010101||ACTIVE|||CIB||||||||||QSA Holdings South Africa (Pty) Ltd.|||||||||||||||||
100072588|20010101||ACTIVE|||CIB||||||||||Select PPE (Pty) Ltd.|||||||||||||||||
522768619|20250729||ACTIVE|||CIB||||||||||Yara Africa Fertilizer (Pty) Ltd.|||||||||South Africa||||||||
543637052|20250830||ACTIVE|||CIB||||||||||Improstruct Properti|||||||||South Africa||||||||
508677012|20250821||ACTIVE|||CIB||||||||||Realeboga RS Modipa|||||||||South Africa||||||||
504090601|20250815||ACTIVE|||CIB||||||||||DP World Limited|||||||||South Africa||||||||
302601498|20251201||ACTIVE|||CIB||||||||||||||||||||||||||2025-12-01 23:59:59.999|
543568786|20250816||ACTIVE|||CIB||||||||||Chariot Energy Holdi|||||||||South Africa||||||||
518931593|20251127||ACTIVE|||CIB||||||||||Nimble Group (Pty) Ltd.|||||||||South Africa|||||||2025-11-27 23:59:59.999|
543636888|20250909||ACTIVE|||CIB||||||||||IMPROGATE PROPERTIES|||||||||South Africa||||||||
508180246|20250915||ACTIVE|||CIB||||||||||OPCO 365 (PTY) LTD|||||||||South Africa||||||||
505759079|20010101||ACTIVE|||CIB||||||||||Kookmin Bank International Ltd|||||||||||||||||
543390826|20250701||ACTIVE|||CIB||||||||||Clover Umbrella Prov|||||||||South Africa||||||||
543660726|20250827||ACTIVE|||CIB||||||||||ADVENT ONE SPV PTY L|||||||||South Africa||||||||
541841775|20250729||ACTIVE|||CIB||||||||||Lutatweni Komkhulu (Pty) Ltd.|||||||||South Africa||||||||
522925205|20250729||ACTIVE|||CIB||||||||||KFC (Pty) Ltd.|||||||||South Africa||||||||
506362597|20010101||ACTIVE|||CIB||||||||||Select BCI Worldwide Flexible Fund|||||||||||||||||
534728167|20251125||ACTIVE|||CIB||||||||||Metro Fibre Networx (Pty) Ltd.|||||||||South Africa|||||||2025-11-25 23:59:59.999|
531041237|20010101||ACTIVE|||CIB||||||||||Anchor BCI Bond Fund|||||||||||||||||
503657144|20010101||ACTIVE|||CIB||||||||||Newshelf 892 (RF) (Pty) Ltd.|||||||||||||||||
539266192|20250814||ACTIVE|||CIB||||||||||ERF 18 Zimbali Coastal Resort (Pty) Ltd.|||||||||South Africa||||||||
543530009|20250723||ACTIVE|||CIB||||||||||SBSA ITF TAQU BC BON|||||||||South Africa||||||||
535223210|20251118||ACTIVE|||CIB||||||||||IRON2 (PTY) LTD|||||||||South Africa|||||||2025-11-18 23:59:59.999|
276600064|20251118||ACTIVE|||CIB||||||||||THE LANGUAGE LAB|||||||||South Africa|||||||2025-11-18 23:59:59.999|
503279233|20251118||ACTIVE|||CIB||||||||||Veneto Banca SpA|||||||||South Africa|||||||2025-11-18 23:59:59.999|
543451053|20250904||ACTIVE|||CIB||||||||||Amazon Web Services South Africa (Pty) L td.|||||||||South Africa||||||||
543701065|20250910||ACTIVE|||CIB||||||||||K2022775584 SA PTY L|||||||||South Africa||||||||
543081805|20250816||ACTIVE|||CIB||||||||||TELKOM WEALTHVEST SA|||||||||South Africa||||||||
505154138|20251118||ACTIVE|||CIB||||||||||UBS AG Aargau Branch|||||||||South Africa|||||||2025-11-18 23:59:59.999|
543549079|20250813||ACTIVE|||CIB||||||||||CC Beverages Holdings II B.V.|||||||||South Africa||||||||
26012001|20250825||ACTIVE|||CIB||||||||||J S E TRUSTEE|||||||||South Africa||||||||
543552183|20250822||ACTIVE|||CIB||||||||||ALGOA MARINE|||||||||South Africa||||||||
505542458|20251118||ACTIVE|||CIB||||||||||MUFG Union Bank NA Los Angeles Branch|||||||||South Africa|||||||2025-11-18 23:59:59.999|
505818003|20251118||ACTIVE|||CIB||||||||||Credit Suisse AG Nassau Branch|||||||||South Africa|||||||2025-11-18 23:59:59.999|
543582002|20250813||ACTIVE|||CIB||||||||||SBSA ITF UNIVERSUM B|||||||||South Africa||||||||
002629339|20250812||ACTIVE|||CIB||||||||||HIGHLANDS FINAN *HHH|||||||||South Africa||||||||
506452204|20251118||ACTIVE|||CIB||||||||||Meezan Bank Ltd|||||||||South Africa|||||||2025-11-18 23:59:59.999|
507725484|20251118||ACTIVE|||CIB||||||||||DAS STEEL (PTY) LTD|||||||||South Africa|||||||2025-11-18 23:59:59.999|
508539735|20251118||ACTIVE|||CIB||||||||||Celtis BCI Flexible Fund of Funds|||||||||South Africa|||||||2025-11-18 23:59:59.999|
503899753|20150919||ACTIVE|||CIB||||||||||Famous Brands Ltd.||||||Midrand|||South Africa||||||||
505124053|20250729||ACTIVE|||CIB||||||||||SAB Provident Fund|||||||||South Africa||||||||
543705105|20251031||ACTIVE|||CIB||||||||||KOBUS MINNAAR VERVOE|||||||||South Africa|||||||2025-10-31 23:59:59.999|
543943531|20251031||ACTIVE|||CIB||||||||||SBSA ITF NEDG INV CO|||||||||South Africa|||||||2025-10-31 23:59:59.999|
511680739|20251118||ACTIVE|||CIB||||||||||S-BRO BCI Defensive Fund of Funds|||||||||South Africa|||||||2025-11-18 23:59:59.999|
533885189|20251001||ACTIVE|||CIB||||||||||MOTUOANE CURRENT ACC|||||||||South Africa|||||||2025-10-01 23:59:59.999|
000097413|20251001||ACTIVE|||CIB||||||||||EE Trade Customer|||||||||South Africa|||||||2025-10-01 23:59:59.999|
543816752|20251001||ACTIVE|||CIB||||||||||SBSA ITF MANDG SA BA|||||||||South Africa|||||||2025-10-01 23:59:59.999|
517858725|20251118||ACTIVE|||CIB||||||||||GD SOUTH AFRICA TECHNICAL CENTRE PTY LTD|||||||||South Africa|||||||2025-11-18 23:59:59.999|
543634217|20250829||ACTIVE|||CIB||||||||||HLA GARMENT SOUTH AF|||||||||South Africa||||||||
543613562|20250822||ACTIVE|||CIB||||||||||PIONEER INTLANZI68|||||||||South Africa||||||||
543584301|20250813||ACTIVE|||CIB||||||||||SBSA ITF COLOURFIEL|||||||||South Africa||||||||
521469149|20251118||ACTIVE|||CIB||||||||||Terra Nova Ceremics Cc|||||||||South Africa|||||||2025-11-18 23:59:59.999|
522712504|20251118||ACTIVE|||CIB||||||||||Mjayeli Security Services Pl|||||||||South Africa|||||||2025-11-18 23:59:59.999|
543587922|20250808||ACTIVE|||CIB||||||||||CATO TRUST|||||||||South Africa||||||||
543451868|20250904||ACTIVE|||CIB||||||||||Amazon Data Services South Africa (Pty) Ltd.|||||||||South Africa||||||||
530858537|20250813||ACTIVE|||CIB||||||||||FMLC INVESTMENTS PTY|||||||||South Africa||||||||
543584614|20250813||ACTIVE|||CIB||||||||||SBSA ITF EDIFY BCI I|||||||||South Africa||||||||
543581643|20250813||ACTIVE|||CIB||||||||||SBSA ITF UNIVERSUM B|||||||||South Africa||||||||
522827019|20251118||ACTIVE|||CIB||||||||||Innomed Afr Pl|||||||||South Africa|||||||2025-11-18 23:59:59.999|
503231837|20250729||ACTIVE|||CIB||||||||||GREENPEACE ENVIROMENTAL ORGANISATION NPC|||||||||South Africa||||||||
530516787|20251118||ACTIVE|||CIB||||||||||KUHMICHEL ABRASIV SOUTH AFRICA PTY LTD|||||||||South Africa|||||||2025-11-18 23:59:59.999|
521694340|20010101||ACTIVE|||CIB||||||||||CRRC SA Rolling Stock (Pty) Ltd.|||||||||||||||||
542977720|20251125||ACTIVE|||CIB||||||||||BRAVO LOUNGE ALPINE                                                   |||||||||South Africa|||N||||2025-11-25 10:54:29.822|
541559825|20250630||ACTIVE|||CIB||||||||||Willowton Isando Support Services (Pty) Ltd.|||||||||South Africa||||||||
515395854|20010101||ACTIVE|||CIB||||||||||Siemens Employee Share Ownership Trust|||||||||||||||||
540875595|20251107||ACTIVE|||CIB||||||||||Digital Bridge Fund Manager (Pty) Ltd.|||||||||South Africa|||||||2025-11-07 23:59:59.999|
100085233|20250819||ACTIVE|||CIB||||||||||AMAZON DEVELOPMENT C|||||||||South Africa||||||||
543635904|20250903||ACTIVE|||CIB||||||||||Impro Vision Pty Ltd|||||||||South Africa||||||||
537288164|20250807||ACTIVE|||CIB||||||||||Shop2Shop Money Transfer (Pty) Ltd.|||||||||South Africa||||||||
100067349|20010101||ACTIVE|||CIB||||||||||Bank of China Limited Johannesburg Branch|||||||||||||||||
506691340|20010101||ACTIVE|||CIB||||||||||Personal Trust Income Fund|||||||||||||||||
100084992|20010101||ACTIVE|||CIB||||||||||Banco do Nordeste do Brasil SA|||||||||||||||||
535463238|20250306||ACTIVE|||CIB||||||||||RICHARD MANN (PTY) L||||||||South Africa|||||||||
532102108|20230804||ACTIVE|||CIB||||||||||Glenryck South Africa (Pty) Ltd.||4th Floor|||||||South Africa||||||||
100060025|20250325||ACTIVE|||CIB||||||||||INTESA SANPAOLO SPA||||||||South Africa|||||||||
541541600|20250729||ACTIVE|||CIB||||||||||Aseba (Pty) Ltd.|||||||||South Africa||||||||
100060165|20250325||ACTIVE|||CIB||||||||||Bank of Communications Co Ltd||||||||South Africa|||||||||
288903043|20250725||ACTIVE|||CIB||||||||||DEPT OF HOME AFFAIRS ALIENS DEPOSIT|||||||||South Africa||||||||
536615485|20250829||ACTIVE|||CIB||||||||||MERCHANT WEST FLEET|||||||||South Africa||||||||
543678144|20250829||ACTIVE|||CIB||||||||||EDF POWER SERVICES C|||||||||South Africa||||||||
506646528|20251031||ACTIVE|||CIB||||||||||NORTHLANDS BUSINESS|||||||||South Africa|||||||2025-10-31 23:59:59.999|
543565891|20250819||ACTIVE|||CIB||||||||||Stanlib Khanyisa Energy Transition Fund GP 1 (Pty) Ltd.|||||||||South Africa||||||||
542024228|20250723||ACTIVE|||CIB||||||||||COROBRIK (PTY) LTD|20006023||||||||||||||||
543943519|20251031||ACTIVE|||CIB||||||||||SBSA ITF NEDG INV CO|||||||||South Africa|||||||2025-10-31 23:59:59.999|
502591663|20250825||ACTIVE|||CIB||||||||||COFACE SOUTH AFRICA INSURANCE COMPANY LTD|||||||||South Africa||||||||
537250032|20250729||ACTIVE|||CIB||||||||||Two Mountains Underwriters (Pty) Ltd.|||||||||South Africa||||||||
100063925|20251031||ACTIVE|||CIB||||||||||Citibank NA Mumbai Branch|||||||||South Africa|||||||2025-10-31 23:59:59.999|
543258206|20250725||ACTIVE|||CIB||||||||||PFPS Ci Cautious Fund of Funds|||||||||South Africa||||||||
532193202|20250729||ACTIVE|||CIB||||||||||Jan De Nul Dredging Ltd (Incorporated In Mauritius)|||||||||South Africa||||||||
535270783|20250829||ACTIVE|||CIB||||||||||MERCHANT WEST WORKIN|||||||||South Africa||||||||
531136978|20010101||ACTIVE|||CIB||||||||||Aureus Nobilis BCI Managed Fund|||||||||||||||||
100063577|20250325||ACTIVE|||CIB||||||||||Standard Chartered Bank Cameroon SA||||||||South Africa|||||||||
543556399|20251118||ACTIVE|||CIB||||||||||AG BCI Capital Value Flexible Fund|||||||||South Africa|||||||2025-11-18 23:59:59.999|
541517128|20250729||ACTIVE|||CIB||||||||||Autochek South Africa (Pty) Ltd.|||||||||South Africa||||||||
506424402|20010101||ACTIVE|||CIB||||||||||Sanlam Multi-Managed Institutional Quality Equity Fund|||||||||||||||||
100070250|20010101||ACTIVE|||CIB||||||||||Polytec Interior South Africa (Pty) Ltd.|||||||||||||||||
507289496|20010101||ACTIVE|||CIB||||||||||NewFunds NewSA Index Portfolio|||||||||||||||||
100090156|20150919||ACTIVE|||CIB||||||||||Ukhamba Auto East (Pty) Ltd.||||||Johannesburg|2007||South Africa||||||||
506590600|20010101||ACTIVE|||CIB||||||||||NJR Steel Johannesburg North (Pty) Ltd.|||||||||||||||||
100060053|20010101||ACTIVE|||CIB||||||||||Caixa Geral de Depositos SA|||||||||||||||||
543975980|20251118||ACTIVE|||CIB||||||||||BCI HAN-GINS Tech Megatrend Equal Weight  Feeder Fund|||||||||South Africa|||||||2025-11-18 23:59:59.999|
000001197|20251118||ACTIVE|||CIB||||||||||EE Trade Customer|||||||||South Africa|||||||2025-11-18 23:59:59.999|
504036209|20251001||ACTIVE|||CIB||||||||||GROUP FIVE AP INVEST|||||||||South Africa|||||||2025-10-01 23:59:59.999|
000002999|20251118||ACTIVE|||CIB||||||||||EE Trade Customer|||||||||South Africa|||||||2025-11-18 23:59:59.999|
100061744|20250711||ACTIVE|||CIB||||||||||ENX CORPORATION LIMI|||||||||South Africa||||||||
533870046|20250630||ACTIVE|||CIB||||||||||Key Point Intelligence (Pty) Ltd.|||||||||South Africa||||||||
541333064|20250729||ACTIVE|||CIB||||||||||Vitol Emerald Bidco (Pty) Ltd.|||||||||South Africa||||||||
100072543|20010101||ACTIVE|||CIB||||||||||Midrand Computer Repair Centre (Pty) Ltd|||||||||||||||||
540352345|20250306||ACTIVE|||CIB||||||||||K201400027307 PROPRI||||||||South Africa|||||||||
543786791|20251001||ACTIVE|||CIB||||||||||HAPAG LLOYD AFRICA P|||||||||South Africa|||||||2025-10-01 23:59:59.999|
543417838|20250625||ACTIVE|||CIB||||||||||WG INVESTMENT TEN|||||||||South Africa||||||||
218621667|20250915||ACTIVE|||CIB||||||||||The Power of Trading (Pty) Ltd|||||||||South Africa||||||||
532333071|20010101||ACTIVE|||CIB||||||||||Magic Attitude Trading 57 (Pty) Ltd.|||||||||||||||||
506352191|20251001||ACTIVE|||CIB||||||||||ACJ Safaris (Pty) Ltd.|||||||||South Africa|||||||2025-10-01 23:59:59.999|
302613344|20250414||ACTIVE|||CIB||||||||||ALEXANDER FORBES LIFE-KSB PUMPS (SA) (PTY) LTD-PEN|||||||||South Africa||||||||
541408193|20010101||ACTIVE|||CIB||||||||||Wealth Creators BCI Income Fund|||||||||||||||||
000022442|20251118||ACTIVE|||CIB||||||||||EE Trade Customer|||||||||South Africa|||||||2025-11-18 23:59:59.999|
505324936|20250729||ACTIVE|||CIB||||||||||MTN (Dubai) Limited|||||||||South Africa||||||||
000042084|20251118||ACTIVE|||CIB||||||||||EE Trade Customer|||||||||South Africa|||||||2025-11-18 23:59:59.999|
000062062|20251118||ACTIVE|||CIB||||||||||EE Trade Customer|||||||||South Africa|||||||2025-11-18 23:59:59.999|
100075383|20251118||ACTIVE|||CIB||||||||||Deutsche Postbank AG London Branch|||||||||South Africa|||||||2025-11-18 23:59:59.999|
100080120|20251118||ACTIVE|||CIB||||||||||Bank of Ayudhya Public Co Ltd Bangkok Br anch|||||||||South Africa|||||||2025-11-18 23:59:59.999|
100085316|20251118||ACTIVE|||CIB||||||||||Svenska Handelsbanken AB Singapore Branc h|||||||||South Africa|||||||2025-11-18 23:59:59.999|
100099053|20251118||ACTIVE|||CIB||||||||||Ghana Cocoa Board|||||||||South Africa|||||||2025-11-18 23:59:59.999|
531849060|20251001||ACTIVE|||CIB||||||||||BPG Mushroom Farm Ch|||||||||South Africa|||||||2025-10-01 23:59:59.999|
100061973|20250729||ACTIVE|||CIB||||||||||Hesto Harnesses (Pty) Ltd.|||||||||South Africa||||||||
100103110|20251118||ACTIVE|||CIB||||||||||Lasalle Bank Midwest NA|||||||||South Africa|||||||2025-11-18 23:59:59.999|
100068043|20251118||ACTIVE|||CIB||||||||||Societe Generale de Banques au Cameroun SA|||||||||South Africa|||||||2025-11-18 23:59:59.999|
100105738|20250809||ACTIVE|||CIB||||||||||Cloghran (Pty) Ltd.|||||||||South Africa||||||||
100069359|20251118||ACTIVE|||CIB||||||||||ML Credit Suisse|||||||||South Africa|||||||2025-11-18 23:59:59.999|
100075952|20251118||ACTIVE|||CIB||||||||||Saitama Resona Bank Ltd|||||||||South Africa|||||||2025-11-18 23:59:59.999|
543477404|20250717||ACTIVE|||CIB||||||||||Robinson Family Foun|||||||||South Africa||||||||
100080237|20251118||ACTIVE|||CIB||||||||||The Toronto-Dominion Bank Vancouver Bran ch|||||||||South Africa|||||||2025-11-18 23:59:59.999|
100090971|20251118||ACTIVE|||CIB||||||||||Standard Chartered Bank Makati Branch|||||||||South Africa|||||||2025-11-18 23:59:59.999|
100097453|20251118||ACTIVE|||CIB||||||||||The Bank of Nova Scotia George Town Bran ch|||||||||South Africa|||||||2025-11-18 23:59:59.999|
522453758|20010101||ACTIVE|||CIB||||||||||Alexander Forbes Retirement Fund (Pension Preservation Section)|||||||||||||||||
506423694|20250731||ACTIVE|||CIB||||||||||SCI Diversified Income Fund of Funds|||||||||South Africa||||||||
507857724|20250630||ACTIVE|||CIB||||||||||Thaba Chueu Mining (Pty) Ltd.|||||||||South Africa||||||||
000089374|20250906||ACTIVE|||CIB||||||||||EE Trade Customer|||||||||South Africa||||||||
100064189|20010101||ACTIVE|||CIB||||||||||HSBC Bank Plc Tokyo Branch|||||||||||||||||
544219980|20260122||ACTIVE|||CIB||||||||||THE ARDAGH EMPLOYEE|||||||||South Africa|||||||2026-01-22 23:59:59.999|
100067448|20010101||ACTIVE|||CIB||||||||||ING Bank NV Warsaw Branch|||||||||||||||||
540730694|20250910||ACTIVE|||CIB||||||||||DSP Current Account|||||||||South Africa||||||||
100062060|20250320||ACTIVE|||CIB||||||||||dummy|||||||||South Africa||||||||
100073613|20150919||ACTIVE|||CIB||||||||||Fluor SA Incorp In Vaduz in the Principality Liechtenstein Afritool Rent Division||||||Johannesburg|2001||South Africa||||||||
503301492|20250414||ACTIVE|||CIB||||||||||MUFG Bank Ltd Buenos Aires BranchThe Bank of Tokyo-Mitsubishi UFJ Ltd Bue|||||||||South Africa||||||||
505069296|20250729||ACTIVE|||CIB||||||||||Assupol Life Ltd.|||||||||South Africa||||||||
451979570|20250414||ACTIVE|||CIB||||||||||SET-ASWAP DISB|||||||||South Africa||||||||
543458938|20250704||ACTIVE|||CIB||||||||||ENTERPRISE INCLUSIVE|||||||||South Africa||||||||
100072297|20250630||ACTIVE|||CIB||||||||||Ascendis Supply Chain (Pty) Ltd.|||||||||South Africa||||||||
543671886|20250826||ACTIVE|||CIB||||||||||HAYRICK WEALTH001025|||||||||South Africa||||||||
100099122|20150919||ACTIVE|||CIB||||||||||The Standard Bank of South Africa Ltd. Kruis Street Branch||||||Johannesburg|2001||South Africa||||||||
508533405|20010101||ACTIVE|||CIB||||||||||Sharenet BCI Stable Fund|||||||||||||||||
543252951|20250510||ACTIVE|||CIB||||||||||ON ROAD PARTS (PTY)|||||||||South Africa||||||||
542681233|20250801||ACTIVE|||CIB||||||||||Weskus Visserbote|||||||||South Africa||||||||
543530012|20250723||ACTIVE|||CIB||||||||||SBSA ITF TAQU BC STA|||||||||South Africa||||||||
100100473|20251118||ACTIVE|||CIB||||||||||Banque Nationale Agricole|||||||||South Africa|||||||2025-11-18 23:59:59.999|
543675756|20250829||ACTIVE|||CIB||||||||||ECHELON GROWTH PTY L|||||||||South Africa||||||||
543267699|20250725||ACTIVE|||CIB||||||||||Fussell Ci Worldwide Growth Feeder Fund|||||||||South Africa||||||||
543268269|20250725||ACTIVE|||CIB||||||||||FVV Ci Flexible Growth Fund of Funds|||||||||South Africa||||||||
540480706|20250509||ACTIVE|||CIB||||||||||SBITF Cel Ci Div Met|||||||||South Africa||||||||
252632304|20250806||ACTIVE|||CIB||||||||||Spa Guru (Pty) Ltd.|||||||||South Africa||||||||
537075460|20200729||ACTIVE|||CIB||||||||||Edge Capital (Pty) Ltd.||||||Bellville|7530||South Africa||||||||
100074765|20251118||ACTIVE|||CIB||||||||||AYAVUNA APPLIANCE HO|||||||||South Africa|||||||2025-11-18 23:59:59.999|
100099244|20010101||ACTIVE|||CIB||||||||||Blue Granite Investments No 3 (RF) (Pty) Ltd.|||||||||||||||||
520528513|20010101||ACTIVE|||CIB||||||||||Cadiz BCI Enhanced Income Fund|||||||||||||||||
505385752|20150919||ACTIVE|||CIB||||||||||M Joseph Construction (Pty) Ltd.||||||Johannesburg|2092||South Africa||||||||
454336641|20251118||ACTIVE|||CIB||||||||||RUBEN REDDY ARCHITECTS (PTY) LTD|||||||||South Africa|||||||2025-11-18 23:59:59.999|
502865486|20251118||ACTIVE|||CIB||||||||||Ecobank Benin|||||||||South Africa|||||||2025-11-18 23:59:59.999|
505147967|20251118||ACTIVE|||CIB||||||||||UBS AG Winterthur Branch|||||||||South Africa|||||||2025-11-18 23:59:59.999|
505203827|20251118||ACTIVE|||CIB||||||||||Standard Chartered Bank Botswana Ltd Mau n Branch|||||||||South Africa|||||||2025-11-18 23:59:59.999|
505621833|20251118||ACTIVE|||CIB||||||||||Commonwealth Bank of Australia Perth Bra nch|||||||||South Africa|||||||2025-11-18 23:59:59.999|
000040477|20250826||ACTIVE|||CIB||||||||||ABDUL AR HAYAT|||||||||South Africa||||||||
506440206|20251118||ACTIVE|||CIB||||||||||Momentum Value Fund|||||||||South Africa|||||||2025-11-18 23:59:59.999|
543496993|20250712||ACTIVE|||CIB||||||||||TRANSIT INDUSTRIAL P|||||||||South Africa||||||||
534876087|20250306||ACTIVE|||CIB||||||||||SBSA ITF SIM IN IPF||||||||South Africa|||||||||
507528471|20010101||ACTIVE|||CIB||||||||||Namibia Medical Care Fund|||||||||||||||||
535235865|20250424||ACTIVE|||CIB||||||||||Dis Chem Sandown Pha|||||||||South Africa||||||||
